concert_end_hour,day_type,concert_size,weather,time_since_end_minutes,distance_to_pickup_meters,surge_multiplier
22,weekday,medium,cloudy,18,120,2.5
21,weekday,medium,cloudy,67,120,1.75
22,weekday,medium,cloudy,26,900,1.6
21,weekday,large,cloudy,11,120,3.23
20,weekday,medium,rain,82,650,1.11
22,weekday,large,cloudy,23,380,2.38
24,weekday,medium,cloudy,62,380,1.81
22,weekday,medium,clear,85,450,1.1
23,weekend,medium,cloudy,28,380,3.02
23,weekday,large,cloudy,24,380,2.85
21,weekday,large,cloudy,27,450,2.35
23,weekend,medium,cloudy,62,120,2.33
21,weekday,large,cloudy,6,650,2.37
24,weekday,medium,cloudy,13,380,2.51
23,weekend,medium,cloudy,15,380,3.12
22,weekend,medium,cloudy,71,120,2.03
22,weekday,medium,cloudy,33,120,2.36
21,weekday,large,cloudy,33,450,2.23
22,weekend,medium,cloudy,43,120,2.92
23,weekday,small,cloudy,74,650,1.13
22,weekend,medium,cloudy,47,900,1.56
23,weekday,large,cloudy,56,650,1.72
22,weekday,small,cloudy,44,120,1.6
22,weekday,medium,cloudy,14,650,1.67
23,weekend,small,cloudy,53,650,1.47
24,weekday,medium,cloudy,45,380,2.05
20,weekend,small,cloudy,30,380,1.68
20,weekday,large,cloudy,34,900,1.42
23,weekday,medium,cloudy,35,380,2.25
22,weekend,medium,cloudy,17,380,2.71
21,weekend,large,cloudy,18,380,3.19
21,weekend,medium,cloudy,38,120,2.44
22,weekend,medium,cloudy,41,380,2.43
22,weekend,medium,cloudy,73,650,1.69
23,weekday,small,cloudy,18,380,1.62
23,weekday,medium,cloudy,63,380,1.69
21,weekday,medium,cloudy,44,900,1.28
22,weekend,large,cloudy,18,650,3.03
23,weekday,small,clear,18,380,1.65
22,weekday,large,clear,46,380,1.89
20,weekday,medium,cloudy,4,900,1.46
21,weekday,large,cloudy,32,450,2.32
22,weekday,small,cloudy,64,380,1.39
22,weekday,medium,cloudy,10,650,1.97
22,weekend,large,cloudy,78,650,1.58
21,weekday,medium,cloudy,42,380,1.81
22,weekend,small,cloudy,87,380,1.54
23,weekday,large,cloudy,87,900,1.0
22,weekday,small,cloudy,51,650,1.18
21,weekday,medium,cloudy,76,380,1.27
23,weekday,medium,cloudy,32,120,2.43
22,weekday,large,cloudy,4,650,2.48
22,weekday,medium,cloudy,0,450,2.33
22,weekday,large,cloudy,18,650,2.03
23,weekday,medium,cloudy,70,450,1.52
21,weekday,small,cloudy,32,380,1.37
21,weekend,medium,cloudy,41,450,2.15
21,weekday,medium,cloudy,15,650,1.59
20,weekday,large,clear,47,380,1.57
22,weekend,small,cloudy,77,650,1.33
22,weekday,large,cloudy,22,450,2.58
22,weekday,large,clear,12,380,2.44
23,weekend,large,cloudy,45,380,2.99
23,weekday,medium,cloudy,7,120,2.73
21,weekday,medium,clear,55,650,1.1
21,weekend,medium,cloudy,85,450,1.42
21,weekday,large,cloudy,47,900,1.46
21,weekday,small,cloudy,19,380,1.54
23,weekday,medium,cloudy,82,120,1.67
21,weekday,small,cloudy,52,120,1.57
22,weekday,medium,cloudy,74,120,1.53
21,weekday,medium,cloudy,4,380,2.21
23,weekend,medium,cloudy,59,450,1.9
22,weekday,medium,clear,53,380,1.33
22,weekday,small,cloudy,7,120,1.95
21,weekday,large,cloudy,51,900,1.27
22,weekday,large,cloudy,20,900,1.97
21,weekend,small,cloudy,53,450,1.51
22,weekday,large,cloudy,29,380,2.23
21,weekend,medium,cloudy,39,900,1.69
20,weekday,large,cloudy,74,900,1.0
22,weekday,small,cloudy,81,380,1.26
21,weekday,large,cloudy,12,380,2.66
22,weekday,medium,cloudy,17,650,1.83
21,weekday,large,cloudy,9,900,1.8
23,weekday,small,cloudy,31,380,1.59
22,weekday,large,cloudy,10,380,2.98
23,weekday,medium,cloudy,76,650,1.23
21,weekend,medium,cloudy,67,900,1.34
21,weekday,medium,cloudy,1,450,2.05
20,weekend,large,cloudy,51,120,2.43
23,weekday,large,cloudy,90,380,1.29
21,weekend,small,cloudy,57,650,1.22
23,weekday,medium,cloudy,28,900,1.65
20,weekday,large,cloudy,30,900,1.66
23,weekday,small,cloudy,35,120,1.93
19,weekday,medium,cloudy,28,380,1.65
20,weekday,medium,cloudy,44,450,1.69
21,weekday,medium,cloudy,8,900,1.55
22,weekday,large,cloudy,62,900,1.36
22,weekday,medium,cloudy,66,650,1.17
23,weekday,medium,cloudy,25,380,2.43
23,weekday,medium,cloudy,61,450,1.62
19,weekday,medium,cloudy,16,380,1.85
23,weekend,medium,cloudy,26,380,2.68
23,weekday,medium,cloudy,63,450,1.6
23,weekday,small,cloudy,83,380,1.37
19,weekday,medium,cloudy,41,120,1.66
21,weekend,small,cloudy,28,120,1.92
20,weekend,medium,cloudy,42,450,2.18
24,weekday,small,clear,23,120,1.86
22,weekday,small,rain,66,380,1.6
24,weekday,small,cloudy,52,380,1.55
20,weekday,large,cloudy,36,380,1.78
23,weekday,small,clear,65,120,1.46
23,weekend,small,cloudy,11,120,2.54
23,weekday,medium,cloudy,50,380,1.89
19,weekday,medium,cloudy,42,650,1.17
22,weekday,medium,cloudy,63,380,1.63
20,weekend,large,cloudy,24,380,3.03
22,weekend,small,cloudy,86,380,1.44
24,weekday,small,clear,35,380,1.48
19,weekend,small,cloudy,56,380,1.33
21,weekday,medium,cloudy,67,380,1.46
22,weekday,medium,cloudy,39,450,1.48
21,weekday,medium,cloudy,39,450,1.7
23,weekend,medium,cloudy,54,450,2.15
21,weekday,medium,cloudy,37,900,1.43
21,weekday,large,cloudy,5,650,2.41
21,weekday,medium,cloudy,63,380,1.5
22,weekday,medium,cloudy,42,120,2.37
22,weekday,large,clear,79,380,1.12
22,weekday,small,cloudy,1,450,1.65
21,weekday,medium,clear,18,900,1.43
22,weekday,small,cloudy,2,650,1.31
19,weekday,small,cloudy,42,380,1.2
19,weekday,large,rain,71,450,1.36
23,weekend,small,cloudy,11,380,2.21
22,weekday,medium,cloudy,21,380,1.92
19,weekday,small,cloudy,81,380,1.0
22,weekday,medium,cloudy,7,450,2.33
22,weekday,large,cloudy,28,650,2.0
23,weekday,medium,cloudy,51,450,1.68
19,weekend,medium,cloudy,50,450,1.75
21,weekday,medium,clear,29,380,1.71
19,weekend,medium,cloudy,16,120,3.1
24,weekday,small,cloudy,39,650,1.34
21,weekend,medium,cloudy,30,650,2.15
21,weekday,medium,cloudy,52,450,1.54
22,weekday,large,cloudy,76,450,1.48
22,weekday,medium,cloudy,42,450,1.72
22,weekend,large,cloudy,40,380,2.81
22,weekday,medium,cloudy,0,450,2.51
22,weekday,medium,cloudy,38,650,1.49
22,weekday,large,cloudy,81,120,1.58
22,weekend,small,cloudy,64,120,1.94
22,weekend,medium,cloudy,22,450,2.57
20,weekday,medium,cloudy,16,900,1.45
21,weekday,large,cloudy,59,650,1.55
24,weekend,large,cloudy,69,120,2.94
22,weekday,medium,clear,51,380,1.48
21,weekday,small,cloudy,88,380,1.11
22,weekend,large,cloudy,50,380,2.58
22,weekday,large,cloudy,20,650,2.37
21,weekend,medium,cloudy,58,900,1.45
23,weekend,medium,cloudy,9,450,3.09
22,weekday,medium,cloudy,36,900,1.33
22,weekday,medium,rain,18,380,2.34
21,weekday,small,cloudy,70,450,1.11
19,weekday,medium,cloudy,6,380,1.84
21,weekday,medium,cloudy,5,450,2.2
22,weekend,medium,cloudy,3,450,3.02
23,weekday,medium,clear,55,650,1.39
22,weekend,small,cloudy,65,120,1.99
23,weekday,medium,cloudy,0,380,2.88
22,weekday,small,clear,78,450,1.0
23,weekday,medium,cloudy,70,380,1.46
22,weekend,large,cloudy,54,380,2.57
21,weekday,medium,cloudy,16,650,1.58
20,weekday,medium,cloudy,80,450,1.0
22,weekday,large,cloudy,16,450,2.52
23,weekday,small,cloudy,88,450,1.17
20,weekday,large,cloudy,56,380,1.65
21,weekend,medium,cloudy,68,120,2.02
21,weekend,medium,cloudy,38,380,2.03
20,weekday,medium,cloudy,38,380,1.61
22,weekday,large,cloudy,68,450,1.6
22,weekend,large,cloudy,10,380,3.46
22,weekday,medium,cloudy,43,450,1.81
22,weekday,small,cloudy,31,650,1.25
23,weekday,small,cloudy,53,450,1.42
22,weekday,medium,clear,44,650,1.3
23,weekend,small,cloudy,79,450,1.38
20,weekend,small,cloudy,58,380,1.51
24,weekday,medium,cloudy,44,450,1.87
22,weekday,medium,cloudy,73,120,1.46
23,weekend,small,cloudy,46,900,1.3
21,weekday,large,cloudy,86,380,1.19
21,weekday,large,cloudy,69,450,1.38
20,weekday,small,cloudy,53,450,1.14
23,weekday,medium,clear,25,380,1.93
22,weekday,medium,cloudy,47,450,1.61
21,weekday,small,cloudy,2,120,1.78
23,weekend,large,cloudy,58,450,2.56
19,weekday,medium,cloudy,10,650,1.35
23,weekday,small,cloudy,47,650,1.24
21,weekday,large,cloudy,63,650,1.32
20,weekday,small,cloudy,36,450,1.21
21,weekday,medium,cloudy,43,450,1.78
23,weekday,medium,clear,51,650,1.39
22,weekend,large,cloudy,52,120,3.03
23,weekday,large,cloudy,84,650,1.21
19,weekday,small,cloudy,13,650,1.02
22,weekday,medium,cloudy,61,120,1.62
21,weekday,medium,clear,30,380,1.74
22,weekday,large,cloudy,51,650,1.68
22,weekday,medium,clear,15,650,1.74
22,weekday,small,cloudy,78,380,1.24
21,weekday,medium,cloudy,61,650,1.24
19,weekday,small,cloudy,82,120,1.03
22,weekday,large,clear,15,120,3.09
22,weekend,medium,cloudy,88,450,1.43
19,weekday,medium,cloudy,37,120,1.92
20,weekday,large,cloudy,90,380,1.0
21,weekend,medium,cloudy,61,120,1.98
21,weekday,large,cloudy,6,380,3.01
23,weekend,medium,cloudy,55,450,2.34
23,weekday,medium,cloudy,7,120,3.06
21,weekend,medium,cloudy,40,450,2.13
21,weekday,medium,cloudy,63,650,1.22
23,weekday,small,cloudy,35,650,1.31
21,weekday,medium,cloudy,20,380,2.1
21,weekday,large,cloudy,47,650,1.49
20,weekend,medium,cloudy,58,380,1.73
23,weekday,medium,cloudy,24,380,2.3
22,weekday,large,cloudy,62,120,2.08
22,weekday,large,cloudy,68,450,1.5
22,weekday,large,cloudy,25,380,2.61
22,weekend,large,cloudy,51,380,2.68
22,weekday,medium,cloudy,50,380,1.58
23,weekday,large,cloudy,46,380,2.27
23,weekday,medium,cloudy,76,650,1.16
20,weekend,small,cloudy,8,380,1.79
23,weekday,medium,cloudy,75,900,1.11
23,weekday,medium,cloudy,67,650,1.28
20,weekday,medium,clear,42,450,1.39
22,weekday,large,cloudy,76,120,1.64
20,weekday,medium,cloudy,0,900,1.38
23,weekend,medium,cloudy,46,450,2.43
22,weekday,small,cloudy,44,380,1.44
22,weekday,medium,cloudy,65,380,1.53
21,weekday,large,cloudy,5,650,2.45
23,weekend,medium,cloudy,70,450,1.84
21,weekend,medium,cloudy,62,380,1.78
20,weekday,medium,cloudy,43,380,1.55
22,weekend,small,cloudy,60,450,1.63
23,weekday,large,clear,39,120,2.49
23,weekday,large,cloudy,3,450,3.11
21,weekday,small,cloudy,64,450,1.1
21,weekday,small,cloudy,5,900,1.16
23,weekday,small,cloudy,77,120,1.43
22,weekday,large,cloudy,32,380,2.39
21,weekend,medium,cloudy,53,900,1.51
21,weekday,medium,cloudy,62,120,1.73
23,weekend,small,cloudy,11,380,2.3
20,weekday,small,cloudy,24,380,1.3
22,weekday,medium,cloudy,9,380,2.28
22,weekday,small,cloudy,2,450,1.59
22,weekday,medium,cloudy,20,650,1.74
24,weekend,medium,cloudy,78,380,1.91
21,weekend,medium,cloudy,77,380,1.49
20,weekday,large,cloudy,51,650,1.51
22,weekday,medium,cloudy,69,450,1.33
23,weekday,small,cloudy,82,450,1.26
19,weekday,medium,cloudy,61,650,1.05
24,weekday,medium,cloudy,42,450,2.06
21,weekday,small,cloudy,29,380,1.25
20,weekday,large,cloudy,41,650,1.61
23,weekday,large,cloudy,66,650,1.53
23,weekday,small,cloudy,1,120,1.92
22,weekday,medium,cloudy,48,900,1.26
22,weekday,medium,cloudy,55,380,1.53
24,weekday,medium,cloudy,27,380,2.36
22,weekday,large,cloudy,8,650,2.52
22,weekend,large,cloudy,89,450,1.43
22,weekday,large,cloudy,9,380,2.78
21,weekday,large,cloudy,43,650,1.64
22,weekend,medium,cloudy,53,650,1.73
23,weekday,small,cloudy,19,650,1.38
21,weekend,large,cloudy,51,450,2.32
19,weekend,medium,cloudy,6,120,2.69
23,weekday,medium,cloudy,61,650,1.45
21,weekend,medium,cloudy,18,900,1.98
22,weekday,large,cloudy,73,650,1.15
19,weekday,medium,cloudy,61,450,1.24
21,weekday,medium,cloudy,84,380,1.05
22,weekend,small,cloudy,40,650,1.56
20,weekday,medium,cloudy,17,450,1.86
23,weekday,medium,cloudy,75,900,1.1
24,weekday,large,cloudy,17,450,2.87
21,weekend,medium,cloudy,52,380,2.03
19,weekday,medium,rain,6,900,1.6
21,weekend,medium,cloudy,18,120,3.05
21,weekday,medium,cloudy,2,120,2.61
22,weekday,medium,cloudy,42,380,1.81
19,weekday,large,cloudy,2,380,2.28
22,weekday,large,rain,25,900,2.19
22,weekday,medium,cloudy,46,450,1.81
21,weekend,medium,cloudy,76,380,1.46
22,weekend,medium,cloudy,77,380,1.67
22,weekday,medium,cloudy,66,120,1.74
22,weekend,medium,cloudy,42,380,2.43
21,weekday,large,cloudy,39,380,1.97
21,weekend,small,cloudy,24,650,1.51
22,weekday,small,cloudy,7,650,1.38
21,weekday,large,cloudy,7,380,2.66
21,weekend,small,cloudy,27,120,2.11
20,weekday,large,cloudy,3,380,2.89
22,weekend,large,cloudy,15,650,3.2
21,weekday,medium,cloudy,14,450,1.89
23,weekday,medium,cloudy,61,380,1.81
21,weekday,medium,cloudy,6,380,2.29
21,weekend,small,cloudy,35,650,1.51
21,weekday,small,cloudy,28,650,1.14
22,weekend,large,cloudy,29,450,3.16
21,weekend,medium,cloudy,66,120,2.11
21,weekday,medium,cloudy,31,450,1.76
22,weekday,small,cloudy,23,900,1.16
21,weekday,medium,cloudy,6,380,2.23
22,weekday,medium,cloudy,33,450,1.94
22,weekday,medium,cloudy,63,650,1.38
21,weekday,large,cloudy,4,900,2.05
23,weekend,small,cloudy,16,380,2.37
21,weekend,medium,cloudy,61,120,2.39
21,weekday,small,cloudy,72,380,1.13
22,weekday,large,clear,57,380,1.77
22,weekday,medium,cloudy,72,120,1.48
20,weekday,medium,rain,14,450,2.48
23,weekday,large,clear,7,450,2.85
23,weekend,medium,cloudy,80,900,1.25
22,weekday,small,cloudy,14,380,1.71
21,weekday,large,cloudy,32,650,1.98
23,weekday,large,cloudy,44,380,2.06
23,weekday,large,cloudy,14,650,2.52
22,weekday,medium,cloudy,90,120,1.32
22,weekend,medium,cloudy,4,380,2.92
23,weekday,medium,cloudy,77,120,1.54
19,weekday,large,cloudy,24,120,2.33
20,weekend,large,cloudy,65,900,1.43
20,weekday,large,cloudy,16,650,1.99
19,weekday,medium,cloudy,69,380,1.31
22,weekday,medium,cloudy,31,380,2.02
21,weekend,medium,cloudy,82,380,1.49
21,weekday,medium,cloudy,4,650,1.94
23,weekday,medium,rain,24,380,2.76
22,weekend,large,cloudy,31,650,2.59
22,weekday,small,cloudy,51,650,1.13
22,weekday,large,clear,28,380,2.17
23,weekday,medium,cloudy,19,380,2.52
20,weekend,large,cloudy,50,650,1.92
22,weekday,medium,clear,50,120,1.86
21,weekend,medium,cloudy,34,650,1.92
23,weekend,medium,cloudy,62,450,2.03
23,weekday,small,cloudy,86,450,1.13
22,weekday,large,cloudy,62,650,1.42
19,weekday,large,cloudy,48,380,1.61
22,weekday,medium,cloudy,22,120,2.43
23,weekday,medium,cloudy,31,120,2.44
23,weekend,large,cloudy,28,650,3.13
21,weekday,medium,cloudy,30,120,2.23
20,weekend,large,cloudy,86,450,1.37
22,weekend,medium,cloudy,57,380,2.01
23,weekday,medium,cloudy,76,380,1.37
21,weekend,medium,cloudy,25,450,2.44
23,weekend,medium,cloudy,46,450,2.25
22,weekday,large,cloudy,9,650,2.41
21,weekend,small,cloudy,83,450,1.34
21,weekday,medium,cloudy,0,450,2.36
22,weekday,large,cloudy,12,450,2.78
22,weekday,large,cloudy,28,380,2.6
23,weekday,medium,cloudy,47,650,1.51
22,weekday,small,cloudy,48,650,1.11
23,weekday,small,cloudy,25,450,1.69
23,weekday,medium,cloudy,49,380,1.7
21,weekday,large,cloudy,52,120,2.04
22,weekday,large,cloudy,87,900,1.0
23,weekday,medium,cloudy,84,120,1.48
23,weekday,small,cloudy,89,450,1.13
20,weekend,medium,cloudy,83,450,1.29
24,weekend,large,cloudy,65,380,2.42
22,weekday,medium,cloudy,11,650,2.09
21,weekday,medium,cloudy,34,450,1.73
20,weekend,large,cloudy,65,900,1.4
22,weekend,medium,cloudy,82,380,1.41
22,weekend,medium,cloudy,51,380,2.26
20,weekday,medium,cloudy,43,380,1.42
20,weekend,large,cloudy,34,380,2.6
21,weekday,large,cloudy,47,380,1.87
21,weekday,large,cloudy,47,120,2.3
22,weekday,medium,cloudy,78,380,1.39
22,weekday,small,clear,31,120,1.45
21,weekend,medium,cloudy,14,120,3.09
19,weekend,medium,cloudy,62,650,1.32
23,weekend,medium,cloudy,59,120,2.7
21,weekend,large,cloudy,48,650,2.12
22,weekday,large,cloudy,42,450,2.03
24,weekday,medium,cloudy,38,450,1.94
23,weekday,medium,cloudy,1,380,2.41
23,weekday,large,rain,82,650,1.35
19,weekend,small,cloudy,78,900,1.0
22,weekday,large,cloudy,65,450,1.64
21,weekday,medium,cloudy,44,900,1.29
21,weekend,large,cloudy,43,450,2.54
21,weekday,large,cloudy,74,650,1.19
22,weekday,medium,clear,41,120,2.05
22,weekday,large,cloudy,72,120,1.78
22,weekend,medium,cloudy,28,650,2.28
22,weekday,medium,clear,51,380,1.39
22,weekday,medium,cloudy,10,380,2.39
22,weekday,medium,cloudy,32,900,1.44
19,weekday,medium,cloudy,9,650,1.52
24,weekday,medium,cloudy,34,900,1.61
23,weekend,medium,cloudy,12,380,3.5
22,weekday,medium,cloudy,73,900,1.08
23,weekday,medium,cloudy,75,380,1.45
22,weekday,large,cloudy,68,380,1.61
21,weekday,medium,cloudy,8,450,1.85
23,weekend,small,cloudy,26,380,2.11
22,weekend,medium,cloudy,87,650,1.4
23,weekday,large,clear,37,900,1.71
22,weekday,small,cloudy,49,650,1.09
19,weekday,medium,cloudy,57,650,1.0
23,weekend,medium,cloudy,65,380,1.83
21,weekend,large,cloudy,86,120,1.63
21,weekday,large,cloudy,65,900,1.12
23,weekday,medium,cloudy,11,120,2.81
22,weekend,small,cloudy,11,650,1.8
20,weekday,medium,cloudy,65,380,1.28
24,weekday,medium,cloudy,21,380,2.2
22,weekend,large,cloudy,83,650,1.38
23,weekday,medium,cloudy,85,450,1.16
20,weekend,medium,cloudy,4,650,2.4
23,weekend,medium,cloudy,8,450,3.16
22,weekend,large,cloudy,37,900,2.21
24,weekday,medium,cloudy,58,650,1.52
22,weekend,medium,cloudy,38,650,2.1
22,weekday,large,clear,77,650,1.05
22,weekend,small,cloudy,41,380,1.87
22,weekend,medium,cloudy,24,120,2.76
22,weekday,medium,cloudy,22,450,2.06
23,weekday,large,rain,39,380,2.94
23,weekend,small,cloudy,41,650,1.57
24,weekend,medium,cloudy,85,380,1.73
24,weekday,medium,cloudy,80,650,1.33
23,weekend,medium,cloudy,26,120,3.24
23,weekday,large,cloudy,33,900,1.98
21,weekday,medium,rain,33,380,2.26
22,weekend,large,cloudy,52,450,2.48
22,weekend,small,cloudy,72,900,1.16
23,weekday,medium,cloudy,90,650,1.04
21,weekday,medium,rain,27,650,1.92
22,weekday,large,cloudy,10,380,2.84
21,weekday,medium,cloudy,40,450,1.6
23,weekend,small,cloudy,35,900,1.52
22,weekend,small,cloudy,30,380,1.92
21,weekday,medium,cloudy,0,380,2.12
22,weekend,small,cloudy,34,380,1.98
22,weekend,medium,cloudy,56,380,2.2
22,weekend,medium,cloudy,19,120,3.35
22,weekday,medium,cloudy,48,450,1.52
20,weekend,small,cloudy,1,380,1.8
22,weekend,medium,cloudy,85,380,1.54
23,weekend,medium,cloudy,37,380,2.82
22,weekday,medium,cloudy,33,900,1.41
23,weekday,medium,cloudy,13,380,2.32
23,weekday,small,cloudy,27,450,1.5
24,weekend,small,cloudy,12,450,2.36
21,weekend,medium,cloudy,49,380,2.17
23,weekend,large,cloudy,40,120,3.47
19,weekday,medium,cloudy,71,380,1.13
20,weekday,large,cloudy,84,120,1.29
23,weekday,small,cloudy,66,380,1.36
20,weekday,small,cloudy,62,380,1.22
23,weekday,medium,cloudy,35,380,1.89
21,weekday,medium,clear,43,380,1.53
22,weekday,medium,cloudy,64,650,1.4
22,weekday,medium,cloudy,25,380,1.97
23,weekend,large,cloudy,72,450,1.96
21,weekday,small,rain,27,380,1.72
23,weekday,medium,cloudy,33,120,2.35
21,weekend,medium,cloudy,60,380,1.72
22,weekday,large,cloudy,81,120,1.38
22,weekday,medium,cloudy,51,380,1.63
22,weekend,small,cloudy,7,450,1.88
22,weekday,medium,cloudy,73,450,1.32
21,weekday,medium,cloudy,23,450,1.85
21,weekend,large,cloudy,61,900,1.65
21,weekend,medium,cloudy,48,380,1.94
22,weekend,medium,cloudy,6,380,2.67
23,weekday,medium,cloudy,37,450,1.98
21,weekday,medium,clear,44,380,1.57
20,weekday,small,clear,20,120,1.36
20,weekday,small,cloudy,22,120,1.5
21,weekend,medium,cloudy,79,900,1.2
22,weekday,small,cloudy,15,380,1.47
21,weekday,large,rain,75,380,1.58
22,weekend,medium,cloudy,20,380,3.0
24,weekday,large,cloudy,67,380,1.9
21,weekday,large,cloudy,54,380,1.62
22,weekday,medium,cloudy,60,450,1.46
23,weekend,large,cloudy,38,380,3.3
22,weekday,medium,cloudy,67,380,1.49
22,weekday,large,cloudy,39,450,2.24
22,weekday,medium,cloudy,3,450,2.22
22,weekday,medium,cloudy,35,450,1.96
21,weekday,large,cloudy,38,380,2.12
23,weekday,medium,cloudy,36,120,2.29
24,weekday,small,cloudy,15,380,1.85
21,weekday,large,rain,29,380,2.83
23,weekend,large,cloudy,48,120,3.26
21,weekday,medium,clear,53,380,1.44
24,weekday,large,clear,36,450,2.26
21,weekend,large,cloudy,16,450,3.05
23,weekend,small,cloudy,77,900,1.26
21,weekday,large,cloudy,78,650,1.01
21,weekday,large,cloudy,67,900,1.16
24,weekend,large,cloudy,22,650,3.23
23,weekday,medium,cloudy,54,450,1.81
23,weekday,medium,cloudy,43,380,1.74
21,weekend,medium,cloudy,32,120,2.83
22,weekday,small,clear,8,380,1.57
22,weekday,small,cloudy,6,650,1.36
21,weekend,medium,cloudy,47,120,2.4
23,weekday,medium,cloudy,28,380,2.33
22,weekend,large,cloudy,47,650,2.47
21,weekday,large,cloudy,82,120,1.3
24,weekday,large,cloudy,23,450,2.85
22,weekend,medium,cloudy,64,450,1.73
20,weekend,medium,cloudy,30,120,2.7
21,weekend,medium,cloudy,10,450,2.62
21,weekday,small,rain,34,380,1.52
21,weekday,medium,cloudy,3,380,2.5
23,weekday,small,cloudy,44,380,1.54
22,weekday,large,cloudy,22,900,1.82
23,weekday,medium,cloudy,26,120,2.73
20,weekend,medium,cloudy,7,380,2.71
23,weekend,large,cloudy,43,380,2.93
21,weekday,small,cloudy,17,380,1.41
19,weekday,medium,clear,20,120,1.88
21,weekday,medium,cloudy,52,450,1.53
20,weekday,large,cloudy,66,450,1.26
23,weekday,large,cloudy,86,450,1.17
21,weekday,small,clear,35,450,1.23
21,weekday,medium,cloudy,45,380,1.78
23,weekend,medium,cloudy,64,650,1.69
21,weekday,medium,cloudy,72,380,1.31
23,weekday,medium,rain,13,380,2.52
22,weekday,medium,rain,71,380,1.61
21,weekday,medium,cloudy,11,120,2.43
21,weekend,medium,cloudy,63,450,1.75
22,weekday,medium,cloudy,68,380,1.53
22,weekday,medium,cloudy,49,380,1.68
22,weekend,medium,cloudy,76,450,1.47
23,weekday,large,cloudy,41,120,2.83
22,weekday,small,rain,62,380,1.5
22,weekday,large,cloudy,32,450,2.32
21,weekday,medium,cloudy,63,380,1.32
22,weekday,medium,cloudy,15,380,2.22
23,weekend,small,cloudy,47,450,1.82
22,weekday,medium,cloudy,1,650,1.89
22,weekday,medium,cloudy,58,450,1.6
21,weekend,medium,cloudy,55,900,1.5
22,weekday,large,rain,28,120,3.34
22,weekend,small,cloudy,17,120,2.28
21,weekday,large,cloudy,50,120,2.27
20,weekday,medium,cloudy,67,450,1.2
23,weekday,medium,cloudy,24,120,2.81
24,weekday,large,cloudy,29,380,2.81
22,weekday,large,cloudy,68,380,1.62
21,weekday,medium,cloudy,35,380,1.95
21,weekday,large,cloudy,48,380,1.9
23,weekday,small,cloudy,7,450,1.78
19,weekday,large,cloudy,50,900,1.13
21,weekend,medium,cloudy,44,900,1.55
23,weekend,small,cloudy,45,380,1.85
23,weekday,medium,cloudy,51,650,1.5
24,weekend,medium,cloudy,52,450,2.45
22,weekday,medium,cloudy,76,650,1.13
20,weekday,medium,cloudy,61,650,1.1
23,weekday,large,cloudy,48,380,2.37
